,Unnamed: 0,course code,course name,teacher,comment time,chinese course name,body,mark,workload_num,year,semester,region（mainland2，international-3）
3244,3244,GE2203,Psychology for Young Professionals,Dennis Yip,2014-06-05 10:16:00,新晉專業人員心理學,有得retake我係應該開心嘅,1,3,2013/14,SemB,
3245,3245,GE2221,Violence and Crime,Stani Lai,2014-06-05 09:17:00,,"Workload:
2份class assignment (輕鬆5分鐘KO)
1份 group project (有12 weeks 比你做，要你搵個case 分析，Stani 唔太建議common 既case，我果組用外國case......)
1個 final test (其實係exam黎......雖然MC + fill in the blanks，但係MC幾陰濕，用common sense 撞會錯曬。大把人「覺得易但錯到七彩」。Fill in the blanks就祝君好運啦，因為13 weeks 講左好多theories 同 specific terms。所以唔想背野的話，就唔好選呢科。)Lecturer:
Stani - 輕鬆，PPT 易明
Oliver (Guest) - 認真，想學野一定要上佢堂
Alfred (Guest) - 認真，但偏向sharing",4,2,2013/14,SemB,
3246,3246,GE1214,Citizens and Criminal Justice,Minnie Wat,2014-06-05 09:02:00,,"Court Visit 後COURT REPORT (A-)
一份1000字PORTFOLIO (A)
一份TAKE HOME EXAM (問題比assignment難)上堂唔洗聽書
功課認真D就得
雖然係School of Law既course, 但係D terms 其實唔難",3.7,1,2013/14,SemB,
3247,3247,GE1208,Communication and Teamwork,DR CHUAH,2014-06-05 00:20:00,溝通與團隊合作,"coursework只有log book同final project
有時中間會早d group discussion要交d零碎野
除左log book要花d時間去做
成個course真係幾輕鬆 tutor幾肯教你野",3.7,2,2013/14,SemB,
3248,3248,GE4102,"Video Game: History, Industry, Society, and Creativity",THUNG Kin Tung,2014-06-04 23:56:00,電子遊戲面面覷,"呢個tutor真係hea到冇朋友
堂堂返去聽佢講遊戲發展既歷史
考就唔係考果d野
上上下堂叫你玩下board game跟住寫感受
final 就desigh1隻game 同 ppt present + report佢教既野同考你既野完全係2回事
伏到媽媽聲",3,2,2013/14,SemB,
3249,3249,GE2221,Violence and Crime,Stani,2014-06-04 22:46:00,,"Stani教書似sharing多，上堂可以好hea
Guest lectures d professors反而好認真
個course既重點都係final exam同project啦
Exam都唔太難，係short ques冷門d，hea人必選Stani！",3.3,1,2013/14,SemB,
3250,3250,GE2203,Psychology for Young Professionals,Anthony Yau,2014-06-04 21:43:00,新晉專業人員心理學,"上Anthony堂唔算悶
每堂都拎D幾有趣既issue比全班做discussion
例如公主病, freerider 係學到野既
但要注意既係佢上堂教既野同test既野係完全唔同
佢預我地要自己先將所有concept自學 
等我地做完quiz先會教番我地
所以quiz出得唔算難 肯跟住guideline逐個google下都會做到
quiz1&2都係得15/20 quiz3同project個分唔知道
但整體做既野都唔算多 起碼無paper無exam
每個quiz都係前一日先溫 project都係一星期前做
所以有A-都幾喜出望外",3.7,2,2013/14,SemB,
3251,3251,GE1501,Chinese Civilisation - History and Philosophy,錢華,2014-06-04 21:25:00,中國文化－歷史與哲學,錢華老師是非常認真負責的老師，推薦內地生選擇。一分耕耘一分收穫，閱讀文獻，整理內容，製演示文稿，彙編論文都需要小組里的每個人認認真真地準備。能夠學到很實用的學習方法，如何查閱文獻，如何完成論文，連標點符號引用格式都會變得非常規範。GE1501是讓大家收穫很大的課。,4,2,2013/14,SemB,2
3252,3252,GE2218,Career Excellence in the 21st Century,Cheung,2014-06-04 20:28:00,建立 21 世紀事業發展優勢,基本上跟足導師要求，都有b range，而個quiz同reflection 影響到你究竟有沒有a range 。 個quiz 只要你有温都會識,3.3,2,2013/14,SemB,
3253,3253,GE1125,Architecture and Space in Chinese Culture,Many,2014-06-04 19:01:00,建築空間與中國文化,"依個trip要去三日兩夜大陸參觀建築，睇係幾好睇嘅，但係用離做project的話，每個點睇嘅時間唔夠......建議大家諗定個present同最後導覽圖點做先出發，唔好是但影咗d相，返香港先慢慢諗
Paper同最後嘅proj指示幾乎係冇......好大空間發揮但系亦都好無從下手咁，個grade比想像中低好多",3,3,2013/14,SemB,
3254,3254,GE2203,Psychology for Young Professionals,Ray Chan,2014-06-04 18:58:00,新晉專業人員心理學,"呢個Tutor講英文好唔掂
唔係killer
要TAKE attendance
有溫到QUIZ 
但我接近7成堂都無take到
最後B+ 可以接受",3.3,3,2013/14,SemB,
3255,3255,GE1339,Wireless Connectivity in Modern Society,Leung,2014-06-04 18:58:00,,作為一個完全嘅文科生，基本上每一課我都係唔明........quiz分數唔低，present同paper每人都係做好少也，比想像中好grade好多,3.7,1,2013/14,SemB,
3256,3256,GE2329,Green Buildings: Discovery and Innovations,Square Fong,2014-06-04 18:52:00,,"主要要做既野得3 part.
1. 上堂要quiz,不過好簡單 8個quiz計6個
2. 一個site visit report 1000-1500字
3. 一個group project,題目睇你跟邊個呀sir 再自訂, 做完最後present返出黎就得
要做既野唔算多,正正常常都應該有A range.
利申:全組6個都A+",4.3,2,2013/14,SemB,
3257,3257,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",Nancy,2014-06-04 18:00:00,人際關係中的性與愛,"Nancy講嘢1999 
GROUP PROJECT既指令唔清唔楚 只係叫你係咁搵LITERATURE 做完份DRAFT話呢樣唔好 條題目唔夠其他組INTERESTING 要做過份REPORT
考試要考COURSE PACK, 勁難! 要溫得好深入先會識",0,4,2013/14,SemA,
3258,3258,GE2225,Media and Consumption: Food and Fashion in Everyday Life,fen lin,2014-06-04 17:23:00,,very boring lectures,3,2,2013/14,SemB,3
3259,3259,GE1306,Urban Development and Construction - from the Past to the Future,many,2014-06-04 17:20:00,城市發展導論,"one project with 6-8 ppl in a group (10 pages report + 10 mins presentation) one individual assignment
no need to attend the lectures",3,0,2013/14,SemB,3
3260,3260,GE2315,Security and Privacy in the Information Age,Kenneth,2014-06-04 13:51:00,信息化時代的安全與隱私,"Kenneth 好好人, 同埋問佢野佢會好願意答你. 
成個course 有兩個Quiz 同埋 一個 group project
Quiz 佔 30%, 大部份問題 base on notes
Project 佔 70%, 8-13 人一組, 一定要寫report, present. 
我哋拍埋片同設計書籤.
因為夠多人, 可以 2-5人一part, 所以工作量唔多(如果冇 free riders)",3.7,1,2013/14,SemB,
3261,3261,GE2312,Future SCIFI Technologies,"Antonio,Dennis,Francis",2014-06-04 09:51:00,科幻與未來科技,"呢科真係伏仆街
初初仲以為佢好grade, 但係當上完第一堂又過埋add drop period drop唔到真係屌一聲!1)上堂係激悶!!!!完全唔知佢up乜!對於啲冇乜physic底既人千奇咪reg!!!!",2.7,3,2013/14,SemB,
3262,3262,GE1214,Citizens and Criminal Justice,Minnie Wat,2014-06-04 00:19:00,,a hea course with good grade,3.7,1,2013/14,SemB,
3263,3263,GE1114,Women's Lives in Chinese History,Dr Lam Hok Chung,2014-06-04 00:00:00,歷史與文化中的中國女性,"Lam sir 份人幾好笑，幾nice，個course内容我都超中意，但睇見個grade,就有少少sad...... 係小組consult 就已經覺得Lam sir 的時候，問他好多時候都問非所答，都唔知他想點......可能真係簡錯tutor，coz 讀過呢個course d朋友話Dr.Lo會好清晰甘回答學生問題，起碼都比我知道發生咩事啦......",3.3,3,2013/14,SemB,
3264,3264,EL0200,English for Academic Purposes,AU Siu Ping,2014-06-03 23:25:00,,"香港老師
堂堂有野學
幫到我清CONCEPT",1.7,2,2013/14,SemB,
3265,3265,GE1114,Women's Lives in Chinese History,Wong Hoi To Clavin,2014-06-03 22:55:00,歷史與文化中的中國女性,"英文讀，有4個assignments
online discussion×2 (一個參觀保良局後感想，一個評論其中一組的presentation，各600-700字）
group presentation(題目有關中國女性的動畫，書籍或探討歷史人物，一人至少10分鐘，視乎你個組有幾多人)
final report(整合返presentation你負責講個part另加reflection，約2000字)
上堂講下唔同階層背景的中國女性，幾有趣，特別係個group project會改變你對中國女人的認知，落堂前有工作紙，整體唔錯！",3.7,2,2013/14,SemB,
3266,3266,GE2124,The World through Languages,Dr.Li Bin,2014-06-03 22:54:00,透過語言看世界,"有3個quiz,第3個係optional,3個quiz計最高分果兩次
quiz做一個鐘,有true&false 有dbq有longq 部分係揀題目做 都要寫幾多字
其實我就覺得唔上堂只睇ppt做quiz係有困難的,ppt好簡單做題目未必知道要寫咩,但上左堂quiz b+以上唔係好難 marking唔係好緊group project 要poster presentation 好似展覽咁放哂咁多組poster 要評其他組分要介紹自己個poster比睇既人 之後寫個2000字內的report 係exam 最後一日交 好多時間做",3.7,1,2013/14,SemB,
3267,3267,GE2204,Business Ethics and Society,Wang Long,2014-06-03 22:51:00,,"上堂英文聽唔明！
考試更加唔明！
仲要，堂堂都計出席率！
大伏！！！",1.7,4,2011/12,SemB,
3268,3268,GE2227,Preservation and Revitalization of Buildings with Heritage Value inside City Environments,Raymond Wong,2014-06-03 22:40:00,城市環境中對歷史價值建築的保育和更新,成個course得一份group project，2個人一組，非常輕鬆。之前見到話輕鬆好grade就同friend一齊reg。我同佢除左一開始個幾堂有一齊上之外，大部分時間都係我反佢唔反，互相簽到。（掩面）尼個course最重要就係帶notebook，因為大部分時間都係對住部note自己做自己野。講真，尼個course一啲都唔難，你明左最基本的要求，份project就冇死嫁啦。雖然真係無咩學到，但都幾易拎好grade。,4.3,0,2013/14,SemB,
3269,3269,GE1110,Exploring Contemporary Art,Law Man Lok,2014-06-03 22:35:00,探索當代藝術,"繁重難明之選~
勁多assignmens, A-F
A: outing review(10%, 320 words)
一定要參觀他介紹的畫展，然後寫reflection
B: reading n movie review(各佔10%, 各300 words)
套電影冇字幕，有唔有趣因人而異……
份reading得幾頁，但基本上無咩方向，唔知他想你寫咩……
C: artwork exercise(10%)
自己做件藝術品去重新演繹某個他上堂講過的藝術家的idea，然後上堂present…好難掌握，無創意的人就做得好辛苦，而且唔知他expect咩
D: group presentation(20%)
介紹和討論一個畫家的作品
E: individual meeting n final art review draft(10%)
同另外一個女人討論你份art review，她會俾方向同tips你
F: art review(30%, 1000 words)
討論一個他指定俾你的藝術家堂堂介紹唔同類型的藝術品，內容有時幾有趣，但個人認為好難明
attendance唔計分，放break逐個出去tick名，但走多過三堂即fail
assignments基本上冇咩方向，你唔知阿sir想要咩，send email俾他又覆得奇慢，甚至唔覆你……
之前有讀過art，但當代藝術同古典藝術都幾唔同，所以之前有讀過都冇幫助
較適合對當代藝術有認識的同學讀，唔係就好難follow，一頭霧水",3.3,3,2013/14,SemB,
3270,3270,GE2112,"Vampire, Monsters and Teen Demons: Representations of the Dark Side of the Mind in Literature and Popular Culture",Dr.Linder,2014-06-03 22:03:00,吸血鬼、怪物及年輕惡魔：文學與大眾文化中精神陰暗面的象徵,"有兩個quiz,主要係mc,第2次quiz有short q
只要有睇Dr.Linder比既reading同埋上堂,高分唔難,我兩次都接近滿分一份Creative group project,形式不限,有好多組都好有創意好正
我地組作左篇poem同畫畫,攞A",4,2,2013/14,SemB,
3271,3271,GE2406,Shakespeare: Introduction to Genius,Sureshika,2014-06-03 21:42:00,莎士比亞導論,"hea之選~
有三個assignments: 
film review(1000 words)
creative writing(600-800 words)
video(group work: 5-6 mins)
堂堂都係講下故仔同睇下電影，唔會好難明，大部分人都係做自己嘢
落堂先點命，而且係舉手點
Sureshika好嚴格，要求好正宗的英文，相信一直以嚟接受的香港英文教育唔係她杯茶
本人冇英國文學底子，雖然UE有A+，但讀這個course都係得B-
交assigmment前已經預早幾日send draft俾她睇，她都話冇問題，咩i like your points，但出到嚟極低分，話我唔對題……
feedback完全useless，只能說她冇用心睇我份draft或根本就係玩我= =
但相信只是老師的問題，其他老師應該會好好多
適合對shakespeare的plays有興趣的同學仔，其實d plays幾有趣，好有故事性，不過不能否認上堂播的電影大部份都好悶",2.7,1,2013/14,SemB,
3272,3272,GE1301,Climate Change and Extreme Weather,Wen Zhou,2014-06-03 21:27:00,氣候變化與極端天氣,"Professor 話要捉番緊D, 所以以為好grade諗住add可以按上一頁
呢科唔係真係咁hea, 一開始好多都唔明
不過讀得呢科嘅都想好grade 所以會努力讀
最後話考嗰D無考, 不過為知識呢個grade對得住自己有餘
呢科係比有興趣想學野嘅人讀, 學到野之餘唔洗擔心grade太差功課參考上一個留言",3,1,2013/14,SemB,
3273,3273,GE2410,English for Engineering,Swee Gim LAUW,2014-06-03 21:06:00,,"Prof.真係好好人，Email好快覆，仲成日請我地食野
比Grade唔緊手，但亦都唔算鬆手：
AT1: B+
AT2: B+
AT3: B+
AT4: A-
AT5: B+
上面係佢比既Grade，不過EN Department經常性都會內部調整分數，
加甘自問自己英文都唔係好，所以B都收貨。",3,3,2013/14,SemB,
3274,3274,GE2227,Preservation and Revitalization of Buildings with Heritage Value inside City Environments,Raymond Wong,2014-06-03 20:59:00,城市環境中對歷史價值建築的保育和更新,"簡單黎講，就係一份Assignment定你Grade
如果得閒無野做上下堂TAKE下ATTENDANCE點都好Ｄ既
雖然跟本就無人知所謂ATTENDANCE佔個Course幾多％
最後我份REPORT 60頁，拎B+，雖然無其他人講到咁好Grade，但係都收貨既P.S. 真係咩都無學過......",3.3,1,2013/14,SemB,
3275,3275,GE1340,"Materials, Civilization and Modern Development",Chain Liu,2014-06-03 20:38:00,,"3個TEST....基本上5成人接近滿分,如果低過9成都好慘....
TEST好易好簡單,得3條,比分好鬆.
上堂好小人上,但其實教授好比心機教,
但係無人聽佢講書,都幾心酸.
依科又好成績又輕鬆,又可以學到有關物料GA野,
我覺得都幾有趣幾簡單,希望大家REG左唔好走咁多堂.
因為教授真係好慘....
LAB都幾有趣,最尾10人做報告2人一齊做幾百字就KO左
好輕鬆好開心",3.7,0,2013/14,SemB,
3276,3276,GE2410,English for Engineering,Colin Lam,2014-06-03 20:31:00,,"Colin 係一個後生仔, 同時係一個勤力盡責, 無架子既好老師.成個course係就係多野做, 但對presentation 的技巧有好大幫助.",3.7,3,2013/14,SemB,
3277,3277,GE2307,"Science, Fiction and the Supernatural","Richard Kong, Joseph Wong, Alice Chik, Margaret Murphy",2014-06-03 20:28:00,自然科學，科幻小說和超自然現象,"依個GE好輕鬆,2份EASSY,比D心機搵下料就得,好易好好玩.
上堂幾好聽幾得意,係最尾講神話個到悶D...
PRESENTATION 幾多題目,有D都幾難做,大約有8條選1條,
因為評分係分開2間房,最尾如果你係做氣功,但評分的係教神話,
咁佢就可能唔明你講D咩/個樣好似唔係好想聽你講野咁,分數就可能會差小小
不過依科係值得REG ~",3.7,1,2013/14,SemB,
3278,3278,GE2209,Market Developments in China,Spencer SZE,2014-06-03 20:02:00,,"總體黎講Workload 唔大 Spencer 絕對係一個勤力同盡責既教授,有問必答.一個Group present 3-4人一組唔洗寫report 只做powerpoint就ok",4,2,2013/14,SemB,
3279,3279,GE2312,Future SCIFI Technologies,many,2014-06-03 19:54:00,科幻與未來科技,"又多野做 assignment指示又唔清晰
讀完完全學唔到野",2.3,4,2013/14,SemB,
3280,3280,GE2312,Future SCIFI Technologies,many,2014-06-03 19:52:00,科幻與未來科技,"Assignments: 
1)book review,睇本science fiction，以當中有咩future SCIFI technology為中心寫summary
1.2)好多人做得差，有份叫reflection嘅野加分（optional）
2)final report,詳細分析book review提及的technologies
*兩份assignments都有guidelines, 跟到十足十就無問題，我係做完第一份先知tutors好睇重guidelines, reflection係叫我地依guidelines 每個pt分析自己點解拎呢個分同點improve.quizzes:
總共有四個area嘅topics: 4個quizzes （Mc+1-2 short q）
1) 考physics野，d題目難到無讀過physics嘅我完全唔明佢問咩，考你可唔可以融會貫通
2) 答案上堂講過，notes未必有齊，但叫做4個quizzes最正常
3) 呢個quiz open notes, 但唔好天真的以為好好，因為竟然係計數，當初d tutors話唔會考計數，白痴的我信了，無帶cal機計什麼呢？（相信係太多人中伏，後來quiz只計最高分嘅3個）
4) 以上3個quizzes出嘅人都唔同，呢個又係第一個quiz嘅tutor出，可能太多人投訴，題目易咗好多，起碼有聽書有溫書就得",2.7,3,2013/14,SemB,
3281,3281,GE1114,Women's Lives in Chinese History,林學忠,2014-06-03 18:53:00,歷史與文化中的中國女性,"RROUP PRESENT然後用PRESENT D野每人寫一PART組成GROUP PROJECT,兩份網上討論(其中一份系去保良局感想,可以自行去) 
PRESENT拎佐條難題目,所以花多佐好多功夫,要參考既資料比較多.BTW ,主要係報告翻你對個位女性既認識同一D個人感想,唔難.",3.7,2,2013/14,SemB,
3282,3282,GE1311,Death: A Discovery Approach,Yun,2014-06-03 18:33:00,死亡：重探索的學習方法,"原本諗住mark非常繁重
不過諗諗下都係因為自己臨急抱佛腳
先好似好多野趕咁呢一課計分嘅係presentation(x2)+article(guest lecture report)+reflection journal (at least 13)+exam
其餘唔計分叫你寫吓嘢(唔交扣分)嘅都有三四份",3.7,3,2013/14,SemB,
3283,3283,GE1501,Chinese Civilisation - History and Philosophy,徐麗莎,2014-06-03 18:23:00,中國文化－歷史與哲學,"上佢tutorial都只係分組同匯報,分完組就比題目你做,到報告先再要上,好輕鬆
但係最好報告前consult多幾次,佢D意見都好有用
平時分係每組匯報個時問問題,所以要準備好比人問勁難既野
如果答唔出LISA都會幫口,等你冇咁樣衰論文重個人評論同論證,註腳參考書目都睇得好緊
自問寫到最後有D放棄,因為搵唔到直接證據支持我個論點,只能從側面推返,但都有B+",3.3,2,2013/14,SemB,
3284,3284,GE2312,Future SCIFI Technologies,many,2014-06-03 18:02:00,科幻與未來科技,"课堂very boring
工作量很大
给分很严苛",3.3,3,2013/14,SemB,2
3285,3285,GE1205,Green Economics,Lawrence,2014-06-03 17:32:00,綠色經濟學,Lawrence 好好人，in class assignment 唔識距都好樂意詳細教。兩個quiz 都係考翻econ野，即係上堂教d野，所以其實我覺得有無econ底都唔緊要，有比心機溫d notes quiz就無問題。 因為每堂要交in class assignment 同 in class discussion 要成組討論唔走得堂。,4.3,1,2013/14,SemB,
3286,3286,GE1121,"The Japanese Way of Tea: History, Arts, Architecture and Philosophy","CHONG Pui Man M., KWONG Yan Kit, GABRAKOVA Dennitza, WANG Xiaolin",2014-06-03 16:29:00,茶道：歷史、藝術、建築與哲學,"開頭果堂都正正常常,吹下水咁,同大部分時間都係講英文.
但之後d 堂有時係到講日文,我一d 都唔識,都唔知佢講o麥,連notes都係有好多日文terms,要自己查.
好多Notes, Tests d MC 好深,最慘係好多free riders
冇走過堂,聽足書,都係得C+, 唉,唔想再讀CTL開既GE...",2.3,2,2012/13,SemB,
3287,3287,GE2203,Psychology for Young Professionals,Dennis,2014-06-03 16:15:00,新晉專業人員心理學,"Workload 唔算大, 3個tests, 第1個全MC,第2個一半MC一半essay,第3個3條short essays, 仲有個proj 整poster.
如果對psycho有小小興趣,讀呢科唔會辛苦得去邊. 堂一定要上足,因為多notes要抄. 就算唔上都要搵人抄番d notes .
呢科要背野,但唔洗點明. 如果果3個tests 都考得好, proj一般都有機會A rangeps. 上dennis堂係唔比影相,一定要手抄",4,1,2013/14,SemA,
3288,3288,GE2317,Integrating Green Energy into Society,Henry Chung,2014-06-03 16:04:00,融入綠色於社會,"Area 3 黎講 2317 算係多野做, 不過就靚grade. 我覺得呢科讀得好唔好同有冇science background 冇咩關係, 因為d terms都幾specfic. D 野唔算話難, 又唔會出d 數去難non-science students,基本上肯讀都OK.
我係DSE,讀過physics同chem,唔覺有咩優勢. 可能走堂太多,所以得B+",3.3,3,2013/14,SemB,
3289,3289,GE1401,University English,Conny Yau,2014-06-03 15:25:00,大學英語,"好多人話1401出名爛grade，尤其係英文本身唔差ge人。
本身我對呢個course無咩期望，but最後有呢個grade真係超開心，畢竟自己係elc.......
雖然一開始覺得Conny 唔會係放grade tutor，但我好中意她好有時間觀念，所以唔覺得homework 多。上她ge堂而且係學到野ge，對作文方面有新了解，所以有心學野ge你可以報Conny ga。",3.7,2,2013/14,SemB,
3290,3290,GE2401,English for Science,Mr. Allan Chu Lim CHEUNG,2014-06-03 14:13:00,科技英語,"有時我會懷疑他知不知自己要教什麼和我們要做什麼。
照 ppt 讀，不過人很nice。
B range之選",3,2,2013/14,SemB,2
3291,3291,GE2315,Security and Privacy in the Information Age,kenneth,2014-06-03 01:57:00,信息化時代的安全與隱私,"quiz 1個 15%, project 70%
2個小測
有溫下書就OK
mean通常唔低 e,g 4x/50
我地組係拍片既
條片都幾簡單, 有points就OK
presentation 總共15分鐘, 做D資料搜集就得",4,1,2013/14,SemB,
3292,3292,GE2317,Integrating Green Energy into Society,Prof. Henry Chung,2014-06-02 22:51:00,融入綠色於社會,"呢科Workload 唔輕, 要做一個lab交一個report, 2個tests,1個exam仲有3份case report, 不過上足堂有抄notes, grade唔會爛得去邊.
lab report 同case report比分幾鬆,容易攞分, test同exam都係open book, 有小部分問題係黎自上堂抄既notes,所以盡量唔好走堂.
Professor 唔錯,好肯答人問題,有d terms 係幾specific,但上堂有講.利申: CB仔,冇science底",4.3,3,2013/14,SemB,
3293,3293,GE2240,Sustainable Development in China and its Global Impact,Xiao,2014-06-02 20:03:00,,"Quite Good! 
Not difficult! You have to pay effort in this course.
The course is interesting.",3.7,3,2013/14,SemA,3
3294,3294,GE3401,Exploring English Cinema,WONG Siu Lahm Michelle,2014-06-02 17:46:00,英語電影探索,"3次tests 有上堂就識
1份group video project
大部份時間都係上堂睇戲
上堂答多d問題 就OK",4,1,2013/14,SemB,
3295,3295,GE1401,University English,Anderson,2014-06-02 14:54:00,大學英語,"Anderson 好比心機教, 次次上堂都好好笑, 成日自high上堂佢會教你篇assignment點作, 唔明可以再email問都得. 每次交文前都可以叫佢幫你睇下篇文先, 佢唔會改你grammar但佢會話你知可以點improve, 好有用!!",3,2,2013/14,SemB,
3296,3296,GE1110,Exploring Contemporary Art,mr. law sum po,2014-06-02 14:21:00,探索當代藝術,"千祈唔好take 呢個tutor 
上堂唔比遲過15mins，遲左就半圓，好似2個圈就fail(?)
3個鐘又唔比做自己耶，唔比玩手機，唔比發呆
唔係就會睥你，又標籤你，早走又睥
project 一定要人去搵個local artist 去做interview...
要求高但又唔知佢想點，講耶又mean
send 左email 問耶成個幾月先覆人，仲要答垃圾
自問己經5係hea 讀，但我無art 底
其實睇得出佢好好好好偏心啲有art 底既學生
所以唔係art 人唔好亂reg ,就算reg 都唔好reg 佢",2.7,3,2013/14,SemB,
3297,3297,GE2405,Creative Writing,Alicia,2014-06-02 01:07:00,,"Total 3份assignment, 寫詩,寫故事,寫劇本(group work), 仲有participation 分 
自問英文唔好, 但覺得最主要係睇下佢中唔中意你個idea, 多過你英文好唔好。
Alicia 幾好人, 雖然有d hea。",4,2,2013/14,SemB,
3298,3298,GE3202,Citizen Journalism and Civil Society,Dr Crystal Li JIANG,2014-06-02 00:59:00,市民新聞與公民社會,呢科攞 B+ 或以上應該唔難Weekly tweet 其實只要係比心機做嘅話，唔駛寫得好高深，或者博佢上堂 show 比其他人睇，都可以有 full mark,4,2,2013/14,SemB,
3299,3299,GE1301,Climate Change and Extreme Weather,Dr. Wen Zhou,2014-06-02 00:33:00,氣候變化與極端天氣,"100% course work
2 x MC closed book quizzes (T/F + MC)
1 x group presentation (~3min per person)
1 x cloud report (> 400 words)
1 x field trip report (> 50 words)因為quiz衰左先B+
十分輕鬆",3.3,0,2013/14,SemB,
3300,3300,EL0200,English for Academic Purposes,Mr. B,2014-06-02 00:03:00,,"同朋友輪住返
1人點1次
上堂學唔到咩
但係超輕鬆
聽佢up2-3個鍾就收工",1,0,2013/14,SemB,
3301,3301,GE2124,The World through Languages,Dr. Li,2014-06-01 23:58:00,透過語言看世界,"2個test
我2個都考得差(c,b range)[gp mate全部a range]
gp pj係整poster+present
2000字report/4人
姐係每人500字左右",3.3,1,2013/14,SemB,
3302,3302,GE1339,Wireless Connectivity in Modern Society,Pr. Leung,2014-06-01 17:50:00,,"3 test, every lesson have little exercise for attendance.
Present and report .",4,2,2013/14,SemB,3
3303,3303,GE2323,"Mobile Social Networks: Practices, Challenges, and Beyond",Cong Wang,2014-06-01 16:50:00,移動社交網路：實踐，挑戰，及未來,"The group project is really important because it counts for 70% of the final grade.
Do put effort in the project and you should get a good grade.",4,1,2013/14,SemB,3
3304,3304,GE2115,Reading and Writing America: Peoples and Cultures of the United States,Paul,2014-06-01 08:01:00,,"-唔好睇少個七百字, 你係要睇幾萬字ge required reading先寫得出, 問題極度习鑽
-closed-book mini quiz問題亦極度习鑽 睇幾萬字ge required reading, 但只出5條short questions 最火滾係我睇完幾萬字內容, 佢竟然出作者介紹個part, 問佢邊間大學畢業(要識串)
-你要expect唔係American Culture, 係American Literature",3,4,2013/14,SemB,
3305,3305,GE2408,Travel Writing: Discovery and Experience,Chan Ka Lai,2014-06-01 01:27:00,,"3 Essays (Travel Snapshot, Travel Narrative and Critical Essay)
1 Group Project and Presentation (Creating website)Full of readings and boring, final critical essay is related to readings.",4,2,2013/14,SemB,3
3306,3306,GE2239,"Food: Culture, Science and Society",Chan Yuk Wah,2014-06-01 01:24:00,,"Workload high.5 pieces of journal writing (~200 words)
1 large scale exhibition 
1 rooftop planting (5%)",3.7,3,2013/14,SemB,3
3307,3307,GE2402,English for Business Communication,Arthur Chan (CHAN Yui A.),2014-06-01 00:28:00,,"今個sem唔知頭唔知路reg咗呢個衰人tutor，上堂又上得唔好，最後仲要爛埋grade。所以，我決定寫哂以下個衰人既惡行出黎，希望將來其他同學可以幸免於難，如果唔係到時成個sem上堂又上得唔好，最後仲會俾個衰人搞爛個grade！1）為人師表，其身不正 
上第一堂時，佢同大家講話如果同學係遲到既話，最多只好遲十五分鐘，如果唔係就會影響佢對你既印象，繼而影響功課既分數。我呸！你對同學既印象同功課分數點可以相提並論，俾分俾得咁唔公平，仲夠膽死厚顏無恥同學生理直氣壯咁講，豈有此理！
不過，佢自己之後每一堂都遲哂大到，99.99%係會遲45分鐘，有次突然扭軚遲十幾分鐘，殺了不少學生一個措手不及，有多位同學遲到一入課室見到佢，就知俾佢陰到。 
其中有次又係例牌遲45分鐘，個藉口真係離譜到冇人有，聽到就佛到有火！佢話佢自己食咗藥係office度訓著咗，醒番既時候已經趕番上黎。喂，唔該哂喎！如果你係office度訓足3粒鍾我地都吹你唔脹嫁啦，簡直就係當我地唔係野，浪費我地d寶貴時間。 
仲有一次就直情冇蒲頭，係冇任何通知情況下（如email），要d學生返到課室候等多時先至有個女仔黎通知話個佢請假、呢堂取消喎，事後上返堂後佢係眾多同學面前表演假咳。你上堂無返d學生被線到灘灘腰已經係鐵一般既事實，毋須多作搞辯、係度咳咳咳啦，d死人臭口水係度周圍飛、完全無視衛生，好嘔心呀！",2.7,2,2013/14,SemB,
3308,3308,GE1319,Interdisciplinary Research for Smart Professionals,Prof ML,2014-06-01 00:23:00,專業跨領域研究,"I think I enjoy the most of the part of the course so I had felt relaxed during the ""research"" process.In our group, we had to design a ""sensor"" which was supposed to be a machine. Although we didn't need hand in lengthy report, we spent lots of time on searching and buying the components.",3.7,2,2013/14,SemB,3
3309,3309,GE1401,University English,Mitchell,2014-05-31 23:58:00,大學英語,"3篇文, 1個inforgraphic 同present
上堂個氣氛好好, 唔會悶同緊張, tutor 好nice 好好人, 搵佢consult 佢會俾到意見",3.7,2,2013/14,SemB,
3310,3310,GE2220,Sustainable Business: Doing Good Business While Doing Good,Dr Jeff Wang,2014-05-31 23:58:00,可持續發展的商業：謀求做好事與企業發展的共贏,"以GE黎講, 工作量非常繁重
每人要做兩份Guest Speech Report, 一份News Report, 
分組一個presentation同一份Final Report
上堂答問題會派postcard 計分
所以要拿好成績每堂都要答問題",4,4,2013/14,SemB,
3311,3311,GE1102,Cinema: East and West,Palos,2014-05-31 23:22:00,東西方電影,"Palos is super nice and the course is really fabulous and relaxing! the journals and presentation are not difficult, one just need to put some own feelings and critical thinking into it",3.7,0,2013/14,SemB,3
